,ts_code,name,enname,classify,list_date,delist_date
2004,NWWTF,,NEWNOTE FINANCIAL (OTC),EQ,20140825,
2005,NWXJ,,NEWAX,EQ,19930312,
2006,NWXPF,,NEWPORT EXP. (OTC),EQ,20140113,NaT
2007,NWYF,,NORTHWAY FINANCIAL,EQ,20120724,NaT
2008,NWYU,,NEW YOU,EQ,20070515,
2009,NX,,QUANEX BUILDING PRODUCTS,EQ,20080410,NaT
2010,NXAGF,,NEXTAGE (OTC),EQ,20240508,NaT
2011,NXCLF,,LIFULL (OTC),EQ,20150105,NaT
2012,NXDCF,,NEXTDC (OTC),EQ,20191001,NaT
2013,NXDT,,NEXPOINT DIVERSIFIED REAL ESTATE,EQ,20060621,NaT
2014,NXDTPRA,,NEXPOINT DIVR.RLST. 5.50 CUM.PREF. SR.A,EQ,20210108,NaT
2015,NXE,,NEXGEN ENERGY (NYS),EQ,20130814,NaT
2016,NXEN,,NEXIEN BIOPHARMA,EQ,19860513,NaT
2017,NXFNF,,NEXT 15 GROUP (OTC),EQ,20151014,NaT
2018,NXGB,,NXGEN BRANDS,EQ,19980814,NaT
2019,NXGL,,NEXGEL,EQ,20211222,NaT
2020,NXGLW,,NEXGEL EQ.WARRT.EXP 17TH DEC 2026,EQ,20211222,NaT
2021,NXGM,,NEXGEN MINING,EQ,20010109,NaT
2022,NXGN,,NEXTGEN HEALTHCARE,EQ,19821201,
2023,NXGPF,,NEXT (OTC),EQ,20140113,NaT
2024,NXGPY,,NEXT GROUP UNSP.ADR 2:1,ADR,20081013,NaT
2025,NXGT,,NEXTELIGENT HOLDINGS,EQ,20010620,NaT
2026,NXHSF,,NEXT HYDROGEN (OTC) SOLUTIONS,EQ,20210920,NaT
2027,NXL,,NEXALIN TECHNOLOGY,EQ,20220916,NaT
2028,NXLLF,,NUIX (OTC),EQ,20210413,NaT
2029,NXMH,,NEXT MEATS HLDGS,EQ,20010516,NaT
2030,NXMR,,NEXTMART,EQ,19891010,NaT
2031,NXNIF,,NORTHX NICKEL (OTC),EQ,20230118,NaT
2032,NXNN,,NEXEON MEDSYSTEMS,EQ,20170927,NaT
2033,NXNVW,,NEXTNAV EQ.WARRT. EXP 01ST JUN 2027,EQ,20230913,NaT
2034,NXOPF,,NEXOPTIC TECHNOLOGY(OTC),EQ,20110517,NaT
2035,NXPGF,,MOBICO GROUP (OTC),EQ,20140113,NaT
2036,NXPI,,NXP SEMICONDUCTORS,EQ,20100807,NaT
2037,NXPL,,NEXTPLAT,EQ,20030630,NaT
2038,NXPLW,,NEXTPLAT EQ.WTS.EXP 29TH APR 2026,EQ,20210528,NaT
2039,NXPRF,,NEXANS (OTC),EQ,20140113,NaT
2040,NXPS,,NEXPRISE,EQ,19990727,NaT
2041,NXRA,,NEXTERA ENTERPRISES 'A',EQ,20080418,NaT
2042,NXRT,,NEXPOINT RESD.TST.,EQ,20150319,NaT
2043,NXSCF,,NEXT SCIENCE (OTC),EQ,20190521,NaT
2044,NXSGF,,NEXUS GOLD (OTC),EQ,20160901,NaT
2045,NXSI,,NEXIS INTL.INDUSTRIES,EQ,20000417,NaT
2046,NXSL,,NEXTECH SOLUTIONS,EQ,20060612,NaT
2047,NXST,,NEXSTAR MEDIA GROUP,EQ,20010705,NaT
2048,NXT,,NEXTRACKER A,EQ,20230209,NaT
2049,NXTBF,,NEXT BIOMETRICS GP.(OTC),EQ,20150323,NaT
2050,NXTC,,NEXTCURE,EQ,20190509,NaT
2051,NXTFF,,NEXTRACTION ENERGY (OTC),EQ,20140113,NaT
2052,NXTH,,NXT NUTRITIONALS HDG.,EQ,20080130,NaT
2053,NXTN,,NEXT10,EQ,20030728,NaT
2054,NXTP,,NEXTPLAY TECHNOLOGIES,EQ,20120724,NaT
2055,NXTT,,NEXT TECHNOLOGY HOLDING,EQ,20200723,NaT
2056,NXTYQ,,NEXITY FINANCIAL,EQ,20050921,NaT
2057,NXU,,NXU A,EQ,20220927,NaT
2058,NXXTF,,NEXT GAMES (OTC),EQ,20170616,
2059,NXYAF,,NEXITY (OTC),EQ,20200403,NaT
2060,NYAX,,NAYAX (NAS),EQ,20220603,NaT
2061,NYC,,AMERICAN STRATEGIC INVESTMENT A,EQ,20200818,NaT
2062,NYCB,,NEW YORK COMMUNITY BANCORP,EQ,19931123,NaT
2063,NYCBPRA,,NEW YORK COMMUNITY BANCORP DS,EQ,20171102,NaT
2064,NYCBPRU,,NY.CMTY.CAP.BONUSES UTS.,EQ,20180319,
2065,NYLE,,NYLE INTERNATIONAL,EQ,19950808,NaT
2066,NYMT,,NEW YORK MORTGAGE TRUST,EQ,20040622,NaT
2067,NYMTL,,NY.MTRT.6 875 CUM. RED PREF. SR.F,EQ,20210630,NaT
2068,NYMTN,,NY.MTRT.8 00 FXD. FR. CUM.RED.PREF. SR.D,EQ,20171009,NaT
2069,NYMTZ,,NY.MTRT.7 000 CUMUL REDEEM PREF. SR.G,EQ,20211124,NaT
2070,NYMXF,,NYMOX PHARMACEUTICAL,EQ,19960403,NaT
2071,NYRSY,,NYRSTAR UNSP.ADR 1:1,ADR,20101005,NaT
2072,NYT,,NEW YORK TIMES 'A',EQ,19690114,NaT
2073,NYUKF,,NIPPON YUSEN KK (OTC),EQ,20140113,NaT
2074,NYVA,,NYVATEX OIL,EQ,19750102,NaT
2075,NYWKF,,NTG CLARITY (OTC) NETWORKS,EQ,20140113,NaT
2076,NYXH,,NYXOAH (NAS),EQ,20210428,NaT
2077,NYXO,,NYXIO TECHNOLOGIES,EQ,20071012,NaT
2078,NZAUF,,RUA GOLD (OTC),EQ,20220310,NaT
2079,NZEOF,,NEW ZEALAND OIL (OTC) AND GS.,EQ,20140113,NaT
2080,NZEOY,,NEW ZEALAND OIL AND GAS UNSPONSORED ADR 1:5,ADR,20100902,NaT
2081,NZERF,,NEW ZEALAND ENERGY (OTC),EQ,20111024,NaT
2082,NZIH,,NZJ HOLDINGS,EQ,19991105,NaT
2083,NZKSF,,NEW ZEALAND KING (OTC) SALMON INVESTMENTS,EQ,20200413,NaT
2084,NZMEF,,NZME (OTC),EQ,20181019,NaT
2085,NZRFF,,CHANNEL (OTC) INFRASTRUCTURE NZ,EQ,19781031,NaT
2086,NZSCF,,NEW ZEALAND COASTAL(OTC) SEAFOODS,EQ,20230713,NaT
2087,NZSTF,,NZX (OTC),EQ,20140113,NaT
2088,NZTCF,,SPARK NEW ZEALAND (OTC),EQ,20140113,NaT
2089,O,,REALTY INCOME,EQ,19941018,NaT
2090,OABI,,OMNIAB,EQ,20211001,NaT
2091,OABIW,,OMNIAB EQUITY WARRANT EXP 1ST NOV 2027,EQ,20211001,NaT
2092,OAKC,,OAKWORTH CAP,EQ,20230111,NaT
2093,OAKPRA,,BRKF.OAKTREE HDG.6 625 PREF. SR.A,EQ,20180515,NaT
2094,OAKPRB,,BRKF.OAKTREE HDG. UTS. PREF. SR.B,EQ,20180803,NaT
2095,OAKU,,OAK WOODS ACQUISITION A,EQ,20230519,NaT
2096,OAKUU,,OAK WOODS ACQUISITON UNITS,EQ,20230324,NaT
2097,OAKUW,,OAK WOODS ACQ. WARRT.EXP 23 MA.2028,EQ,20230519,NaT
2098,OAKV,,OAK VIEW BANKSHARES,EQ,20120821,NaT
2099,OAMCF,,OVERACTIVE MEDIA (OTC),EQ,20210901,NaT
2100,OAODF,,1&1 DRILLISCH (OTC),EQ,20140113,NaT
2101,OAOFY,,PJSC TATNEFT (OTC) SPONSORED ADR 1:6,ADR,20061121,NaT
2102,OARFF,,FORT ST.JAMES NKL. (OTC),EQ,20140113,NaT
2103,OART,,OHIO ART COMPANY THE,EQ,19690102,
2104,OASMY,,VIVESTO ADR 1:3,ADR,20151023,NaT
2105,OASPW,,CHORD ENERGY EQUITY WARRANT 19 NOV 2024,EQ,20210406,NaT
2106,OATN,,O A T,EQ,20081126,NaT
2107,OB,,OUTBRAIN,EQ,20210723,NaT
2108,OBCN,,OBOCON,EQ,19901003,NaT
2109,OBDCF,,OBDUCAT B (OTC),EQ,20140113,
2110,OBDE,,BLUE OWL CAPITAL,EQ,20240125,NaT
2111,OBDP,,ORBIT DROP,EQ,20040608,NaT
2112,OBE,,OBSIDIAN ENERGY (ASE),EQ,20060622,NaT
2113,OBGRF,,ORBIT GARANT DRL. (OTC),EQ,20100928,NaT
2114,OBIIF,,OBIC (OTC),EQ,20151222,NaT
2115,OBIMF,,ONDINE BIOMEDICAL (OTC),EQ,20240506,NaT
2116,OBIO,,ORCHESTRA BIOMED HOLDINGS,EQ,20200807,NaT
2117,OBK,,ORIGIN BANCORP,EQ,20180509,NaT
2118,OBLG,,OBLONG,EQ,19950614,NaT
2119,OBNNF,,OBAN MINING (OTC),EQ,20150910,NaT
2120,OBRUF,,OBERON URANIUM A (OTC),EQ,20230425,NaT
2121,OBSEF,,OBSEVA (OTC),EQ,20170126,NaT
2122,OBSJF,,OBRASCON HUA.LAIN (OTC),EQ,20140113,NaT
2123,OBT,,ORANGE CNTY.BANCORP,EQ,19931231,NaT
2124,OBTEF,,ORBITAL (OTC),EQ,20140113,NaT
2125,OBYCF,,OBAYASHI (OTC),EQ,20140113,NaT
2126,OC,,OWENS CORNING,EQ,20061009,NaT
2127,OCANF,,OCEANAGOLD (OTC),EQ,20140113,NaT
2128,OCAX,,OCA ACQUISITION A,EQ,20210309,NaT
2129,OCAXU,,OCA ACQUISITION UNITS,EQ,20210115,NaT
2130,OCAXW,,OCA ACQ.EQ.WARRT. EXP 14 JAN 2026,EQ,20210308,NaT
2131,OCC,,OPTICAL CABLE,EQ,19960402,NaT
2132,OCDDY,,OCADO GROUP SPN.ADR 1:2,ADR,20170127,NaT
2133,OCDGF,,OCADO GROUP (OTC),EQ,20110211,NaT
2134,OCEA,,OCEAN BIOMEDICAL,EQ,20211108,NaT
2135,OCFC,,OCEANFIRST FINL.,EQ,19960628,NaT
2136,OCFCP,,OCEANFIRST FINL DEPOSITARY,EQ,20200506,NaT
2137,OCFT,,ONECONNECT FINL. TECH. ADR 1:30,ADR,20191213,NaT
2138,OCG,,ORIENTAL CULTURE HOLDING,EQ,20201215,NaT
2139,OCGN,,OCUGEN,EQ,20141204,NaT
2140,OCGPF,,OCEANA GROUP (OTC),EQ,20140113,NaT
2141,OCGSF,,OUTCROP SILVER & (OTC) GOLD,EQ,20120806,NaT
2142,OCINF,,OCI (OTC),EQ,20130712,NaT
2143,OCLCF,,ORACLE JAPAN (OTC),EQ,20140113,NaT
2144,OCLDF,,ORICA (OTC),EQ,20140113,NaT
2145,OCLDY,,ORICA UNSP.ADR 1:1,ADR,20110825,NaT
2146,OCLG,,ONCOLOGIX TECH,EQ,19870211,NaT
2147,OCLN,,ORIGINCLEAR,EQ,20120724,NaT
2148,OCNB,,OCONOMOWOC BANCSHARES,EQ,20141015,NaT
2149,OCPNF,,OLYMPUS (OTC),EQ,19871214,NaT
2150,OCS,,OCULIS HOLDING,EQ,20210518,NaT
2151,OCTHF,,OXFORD CANNABINOID (OTC) TECHNOLOGIES,EQ,20211020,NaT
2152,OCTO,,EIGHTCO HOLDINGS,EQ,20220630,NaT
2153,OCTX,,OCTAGON 88 RESOURCES,EQ,20120830,NaT
2154,OCUL,,OCULAR THERAPEUTIX,EQ,20140725,NaT
2155,OCUP,,OCUPHIRE PHARMA,EQ,20041112,NaT
2156,OCVLF,,ORGANIZACION (OTC) CULTIBA,EQ,20130802,NaT
2157,OCX,,ONCOCYTE,EQ,20151230,NaT
2158,ODC,,OIL-DRI AM.,EQ,19780508,NaT
2159,ODD,,ODDITY TECH A,EQ,20230719,NaT
2160,ODDAF,,ODD BURGER (OTC),EQ,20210629,NaT
2161,ODEFF,,PETRICHOR ENERGY (OTC),EQ,20230124,NaT
2162,ODERF,,ODAKYU ELECTRIC RY.(OTC),EQ,20140113,NaT
2163,ODFJF,,ODFJELL DRILLING (OTC),EQ,20231025,NaT
2164,ODFL,,OLD DOMINION FGT.LINES,EQ,19911024,NaT
2165,ODII,,ODYSSEY SEMICON. TECHS.,EQ,20201013,NaT
2166,ODMO,,ODIMO,EQ,20050209,NaT
2167,ODMUF,,OLD MUTUAL LIMITED (OTC),EQ,20120513,NaT
2168,ODOT,,OSPREY POLKADOT UNITS,EQ,20220504,NaT
2169,ODP,,ODP,EQ,19880601,NaT
2170,ODTC,,ODONATE,EQ,20171214,NaT
2171,ODV,,OSISKO DEVELOPMENT (NYS),EQ,19600101,NaT
2172,ODVWZ,,OSISKO DEV.EQ. (NAS) WARRT.EXP 27 MAY 2027,EQ,20231117,NaT
2173,ODYC,,ODYNE,EQ,20060406,NaT
2174,ODYS,,ODYSIGHT AI,EQ,20200428,NaT
2175,ODYY,,ODYSSEY GP.INTL.,EQ,20170823,NaT
2176,OEC,,ORION,EQ,20140725,NaT
2177,OECPF,,ORACLE EN. (OTC),EQ,20211126,NaT
2178,OEDVQ,,OSAGE EXP.AND DEV.,EQ,20040227,NaT
2179,OERCF,,OSTERREICHISCHE (OTC) POST,EQ,20140113,NaT
2180,OERLF,,OC OERLIKON (OTC) CORPORATION,EQ,20140113,NaT
2181,OERLY,,OC OERLIKON ADR 1:2,ADR,20140117,NaT
2182,OESX,,ORION ENERGY SYSTEMS,EQ,20071207,NaT
2183,OEZVF,,VERBUND (OTC),EQ,20140115,NaT
2184,OEZVY,,VERBUND ADR 5:1,ADR,20020715,NaT
2185,OFED,,OCONEE FED FINL,EQ,20110118,NaT
2186,OFG,,OFG BANCORP,EQ,19870326,NaT
2187,OFIX,,ORTHOFIX MEDICAL,EQ,19920424,NaT
2188,OFLX,,OMEGA FLEX,EQ,20050729,NaT
2189,OFSI,,OMNI FINANCIAL SERVICES,EQ,20060821,NaT
2190,OFSTF,,CARBON STREAMING,EQ,20140113,NaT
2191,OGAA,,ORGANIC AGRICULTURAL COMPANY,EQ,20201209,NaT
2192,OGBLY,,ONION GLOBAL 10:1 ADR,ADR,20210507,NaT
2193,OGCP,,EMPIRE STE.REAL.OP SR.60,EQ,20131011,NaT
2194,OGDBS,,OTIS GALLERY MEMB. INT SER GALLERY DROP 053,EQ,20220406,NaT
2195,OGDLS,,OTIS GALLERY MEMBERSHIP INT DROP 121,EQ,20220325,
2196,OGDMS,,OTIS GALLERY SERIES GALLERY DROP 119,EQ,20220325,
2197,OGE,,OGE ENERGY,EQ,19620702,NaT
2198,OGEN,,ORAGENICS,EQ,20120808,NaT
2199,OGFGF,,ORIGIN ENERGY (OTC),EQ,20140113,NaT
2200,OGFGY,,ORIGIN ENERGY UNSP.ADR 1:1,ADR,20111024,NaT
2201,OGGCS,,OTIS CLLN.MEMB.INT. SR. COLLECTION DROP 018,EQ,20220419,NaT
2202,OGGFF,,ORAGIN FOODS (OTC),EQ,20210315,NaT
2203,OGGIF,,ORTHOGONAL GLB.GP. (OTC) SUBD.VTG.SHS.,EQ,20231206,NaT
2204,OGGNF,,ORIGEN RESOURCES (OTC),EQ,20210624,NaT
2205,OGI,,ORGANIGRAM HOLDINGS(NAS),EQ,20140827,NaT
2206,OGLCS,,OTIS GALLERY MEMB. INT. SR.GALLERY DROP 083,EQ,20220503,
2207,OGLFS,,OTIS GALLERY MEMB. INT. SR.GALLERY DROP 099,EQ,20220505,NaT
2208,OGMBS,,OTIS GALLERY MEMB. INT SR.GALLERY DROP 122,EQ,20220329,NaT
2209,OGN,,ORGANON,EQ,20210603,NaT
2210,OGNRF,,OROGEN ROYALTIES (OTC),EQ,20110329,NaT
2211,OGNT,,ORGANA TECHNOLOGIES GP.,EQ,20040116,NaT
2212,OGOFF,,ORGANTO FOODS (OTC),EQ,19600101,NaT
2213,OGPKS,,OTIS GALLERY MEMB. INT SER GALLERY DROP 116,EQ,20220321,NaT
2214,OGS,,ONE GAS,EQ,20140116,NaT
2215,OGSKS,,OTIS GALLERY MEMB. INT SR.GALLERY DROP 076,EQ,20220504,
2216,OGSM,,ORGANIC SALES & MKTG.,EQ,20080411,NaT
2217,OGSTS,,OTIS GALLERY MEMB. INT SR.GALLERY DROP 049,EQ,20220316,NaT
2218,OHAA,,OPY ACQUISITION I A,EQ,20211223,
2219,OHAAU,,OPY ACQUISITION I UNITS,EQ,20211027,
2220,OHAAW,,OPY ACQUISITION I WARRANT EXP 22 SEP 2026,EQ,20211220,
2221,OHAQ,,ORACLE HLTHCR.ACQ.,EQ,20060313,NaT
2222,OHBK,,OLD HARBOR BANK,EQ,20030724,NaT
2223,OHCS,,OPTIMUS HEALTHCARE SVCS,EQ,19980212,NaT
2224,OHI,,OMEGA HLTHCR.INVRS.,EQ,19920807,NaT
2225,OHTR,,OASIS HOTEL RESORT CASINO I,EQ,20150619,NaT
2226,OI,,O I GLASS,EQ,19911120,NaT
2227,OIBRQ,,OI PREF. 100:1,ADR,20011116,NaT
2228,OIBZQ,,OI SPONSORED ADR 20:1,ADR,20110518,NaT
2229,OICT,,OICINTRA,EQ,19960806,NaT
2230,OIEXF,,SYNERGIA ENERGY (OTC),EQ,20140113,NaT
2231,OIG,,ORBITAL INFRASTRUCTURE GROUP,EQ,20040719,
2232,OIGLF,,CHARIOT (OTC),EQ,20090331,NaT
2233,OII,,OCEANEERING,EQ,19751103,NaT
2234,OIIIF,,O3 MINING (OTC),EQ,20190830,NaT
2235,OILCF,,PERMEX PETROLEUM (OTC),EQ,20180920,NaT
2236,OILFF,,NEXTLEAF SOLUTIONS (OTC),EQ,20190329,NaT
2237,OILRF,,OIL REFINERIES (OTC),EQ,20140731,NaT
2238,OILSF,,SATURN OIL &.GAS (OTC),EQ,19600101,NaT
2239,OILY,,SINO AMERICAN OIL,EQ,20070806,NaT
2240,OIS,,OIL STS.INTL.,EQ,20010209,NaT
2241,OISXF,,OISIX RA DAICHI (OTC),EQ,20210722,NaT
2242,OITAF,,OITA BANK (OTC),EQ,20180207,NaT
2243,OJIPF,,OJI HOLDINGS (OTC),EQ,20180625,NaT
2244,OJIPY,,OJI HOLDINGS ADR 1:10,ADR,19910328,NaT
2245,OJOC,,OJAI OIL,EQ,19870313,NaT
2246,OJSY,,OJSYS,EQ,20010109,NaT
2247,OKAIF,,EVOKAI CREATIVE (OTC) LABS,EQ,20231213,NaT
2248,OKAMF,,OKAMURA (OTC),EQ,20210325,NaT
2249,OKASY,,ONWARD HOLDINGS ADR 1:5,ADR,19910617,NaT
2250,OKCTF,,OKINAWA CELLULAR (OTC) TELEPHONE,EQ,19970321,NaT
2251,OKE,,ONEOK,EQ,19620702,NaT
2252,OKEPF,,OKINAWA ELEC.POWER (OTC),EQ,20160113,NaT
2253,OKIEF,,OKI ELECTRIC IND. (OTC),EQ,20140113,NaT
2254,OKIEY,,OKI ELECTRIC IND.UNSP. ADR 1:1,ADR,20120510,NaT
2255,OKLO,,OKLO A,EQ,20210708,NaT
2256,OKMN,,OKMIN RESOURCES,EQ,20230419,NaT
2257,OKTA,,OKTA CL.A,EQ,20170407,NaT
2258,OKUMF,,OKUMA (OTC),EQ,19740319,NaT
2259,OKYO,,OKYO PHARMA,EQ,20220517,NaT
2260,OLB,,OLB GROUP,EQ,20050601,NaT
2261,OLCLF,,ORIENTAL LAND (OTC),EQ,20140113,NaT
2262,OLCLY,,ORIENTAL LAND UNSPONSORED ADR 1:1,ADR,20120515,NaT
2263,OLED,,UNIVERSAL DISPLAY,EQ,19920514,NaT
2264,OLGPF,,OLAM GROUP (OTC),EQ,20220527,NaT
2265,OLITU,,OMNILIT ACQUISITION UNITS,EQ,20211109,
2266,OLK,,OLINK HOLDING AB PUBL ADR 1:1,ADR,20210325,NaT
2267,OLKR,,OPENLOCKER HOLDINGS,EQ,20021025,NaT
2268,OLLI,,OLLIES BARGAIN OUTLET HLDG.,EQ,20150716,NaT
2269,OLMA,,OLEMA PHARMACEUTICALS,EQ,20201119,NaT
2270,OLMM,,ONELIFE TECHNOLOGIES,EQ,20170623,NaT
2271,OLN,,OLIN,EQ,19620702,NaT
2272,OLNCF,,OMNI-LITE INDS.CAN.(OTC),EQ,20140113,NaT
2273,OLNK,,ONELINK,EQ,20020718,NaT
2274,OLO,,OLO A,EQ,20210317,NaT
2275,OLP,,ONE LIBERTY PROPS.,EQ,19830425,NaT
2276,OLPX,,OLAPLEX HOLDINGS,EQ,20210930,NaT
2277,OLVI,,OLIVEDA INTL.,EQ,19961003,NaT
2278,OLVRF,,OLIVUT RESOURCES (OTC),EQ,20140113,NaT
2279,OLYMY,,OLYMPUS ADR.1:1,ADR,19930623,NaT
2280,OLYRF,,O LEARY CANADIAN (OTC) INC.FD.UNT.2,EQ,20110705,NaT
2281,OM,,OUTSET MEDICAL,EQ,20200915,NaT
2282,OMAB,,GRUPO AEROPORTUARIO DEL CENTRO NORTE ADS 1:8,ADR,20061124,NaT
2283,OMAGQ,,OMAGINE,EQ,20120724,NaT
2284,OMC,,OMNICOM GROUP,EQ,19721214,NaT
2285,OMCL,,OMNICELL,EQ,20010807,NaT
2286,OMDD,,ORMAND INDUSTRY,EQ,20141021,NaT
2287,OMER,,OMEROS,EQ,20091008,NaT
2288,OMEX,,ODYSSEY MARINE EXP.,EQ,19970909,NaT
2289,OMF,,ONEMAIN HOLDINGS,EQ,20131016,NaT
2290,OMGA,,OMEGA THERAPEUTICS,EQ,20210730,NaT
2291,OMGGF,,OMAI GOLD MINES (OTC),EQ,20201215,NaT
2292,OMGPF,,OMEGA PACIFIC (OTC) RESOURCES,EQ,20240620,NaT
2293,OMH,,OHMYHOME,EQ,20230321,NaT
2294,OMHE,,OMNI HEALTH,EQ,20150107,NaT
2295,OMHI,,OM HOLDINGS INTERNATIONAL,EQ,20110207,NaT
2296,OMHLF,,OM HOLDINGS (OTC),EQ,19980109,NaT
2297,OMI,,OWENS & MINOR,EQ,19721214,NaT
2298,OMIC,,SINGULAR GENOMICS SYSTEMS,EQ,20210527,NaT
2299,OMID,,OMID HLDGS,EQ,20081029,NaT
2300,OMMH,,OMNIMMUNE HOLDINGS,EQ,20071205,NaT
2301,OMMSF,,OMINECA MINING (OTC),EQ,20110807,NaT
2302,OMQS,,OMNIQ,EQ,20120724,NaT
2303,OMRNF,,OMRON (OTC),EQ,20140113,NaT
2304,OMRNY,,OMRON SPN.ADR 1:1,ADR,19910617,NaT
2305,OMRX,,ORTHOMETRIX,EQ,19950803,NaT
2306,OMTK,,OMNITEK ENGINEERING,EQ,20070920,NaT
2307,OMVE,,OMNI VENTURES,EQ,20090302,NaT
2308,OMVJF,,OMV (OTC),EQ,19910522,NaT
2309,OMVKY,,OMV ADR 4:1,ADR,19941020,NaT
2310,OMWS,,OMNIA WELLNESS,EQ,20190528,NaT
2311,OMZNF,,OSISKO METALS (OTC),EQ,19600101,NaT
2312,ON,,ON SEMICONDUCTOR,EQ,20000428,NaT
2313,ONB,,OLD NATIONAL BANCORP,EQ,19811127,NaT
2314,ONBI,,ONE BIO,EQ,20080222,NaT
2315,ONBPO,,OLD NATIONAL BANCORP 40 DEPOSITARY,EQ,20200619,NaT
2316,ONBPP,,OLD NAT.BANC.40 DEPY. SHS.,EQ,20200515,NaT
2317,ONCI,,ON4 COMMUNICATION,EQ,20050413,NaT
2318,ONCO,,ONCONETIX,EQ,20220218,NaT
2319,ONCP,,141 CAPITAL,EQ,20000131,NaT
2320,ONCR,,ONCORUS,EQ,20201002,
2321,ONCSQ,,ONCOSEC MEDICAL,EQ,20101005,NaT
2322,ONCT,,ONCTERNAL THERAPEUTICS,EQ,20040203,NaT
2323,ONCY,,ONCOLYTICS BIOTECH (OTC),EQ,20011005,NaT
2324,ONDS,,ONDAS HOLDINGS,EQ,20181025,NaT
2325,ONEI,,ONEMETA,EQ,20120813,NaT
2326,ONEW,,ONEWATER MARINE A,EQ,20200207,NaT
2327,ONEXF,,ONEX (OTC),EQ,20140113,NaT
2328,ONFO,,ONFOLIO HOLDINGS,EQ,20220826,NaT
2329,ONFOW,,ONFOLIO HDG.EQ.WTS. EXP 02 JAN 2027,EQ,20220826,NaT
2330,ONIT,,ONITY GROUP,EQ,19960925,NaT
2331,ONL,,ORION OFFICE REIT,EQ,20211103,NaT
2332,ONMBF,,ONAMBA (OTC),EQ,20191104,NaT
2333,ONMD,,ONEMEDNET A,EQ,20210624,NaT
2334,ONMDW,,ONEMEDNET EQ.WARRT. EXP 7 NOV.2028,EQ,20210624,NaT
2335,ONMKF,,ONEMARKET (OTC),EQ,20180620,
2336,ONON,,ON HOLDING A,EQ,20210915,NaT
2337,ONPH,,ONCOLOGY PHARMA,EQ,19990827,NaT
2338,ONPPF,,ONCOPEPTIDES (OTC),EQ,20201210,NaT
2339,ONSS,,ONASSIS HOLDINGS,EQ,20100427,NaT
2340,ONTF,,ON24,EQ,20210203,NaT
2341,ONTO,,ONTO INNOVATION,EQ,19841128,NaT
2342,ONTRF,,BLACKROCK OIL,EQ,20121112,NaT
2343,ONTTF,,OXFORD NANOPORE (OTC) TECHNOLOGIES,EQ,20211015,NaT
2344,ONVC,,ONLINE VACATION CENTER HOLDINGS,EQ,20010109,NaT
2345,ONVO,,ORGANOVO HOLDINGS,EQ,20160808,NaT
2346,ONVVF,,ONEVIEW HEALTHCARE (OTC) CDI,EQ,20200529,NaT
2347,ONWRF,,ONWARD MEDICAL (OTC),EQ,20230601,NaT
2348,ONXC,,ONYX,EQ,19901003,NaT
2349,ONXGF,,ONYX GOLD (OTC),EQ,20230808,NaT
2350,ONXXF,,ONTEX GROUP (OTC),EQ,20180205,NaT
2351,ONXYY,,ONTEX GP.UNSP.ADR 2:1,ADR,20201007,NaT
2352,ONYX,,ONYX ACQUISITION I A,EQ,20211210,NaT
2353,ONYXU,,ONYX ACQUISITION I UNITS,EQ,20211103,NaT
2354,ONYXW,,ONYX ACQ.I EQ. WARRT.EXP 30TH NOV 2028,EQ,20211210,NaT
2355,ONZBF,,ORGANIZACION (OTC) SORIANA,EQ,20140113,NaT
2356,OOAG,,OMDA OIL & GAS,EQ,20020607,NaT
2357,OOBHF,,ON THE BEACH GROUP (OTC),EQ,20161031,NaT
2358,OODH,,ORION DIVERSIFIED HOLDING,EQ,20120706,NaT
2359,OOGI,,C2E ENERGY,EQ,20100922,NaT
2360,OOMA,,OOMA,EQ,20150717,NaT
2361,OONEF,,01 COMMUNIQUE (OTC) LABORATORY,EQ,20140115,NaT
2362,OONVF,,OPTION NV (OTC),EQ,20220104,
2363,OOOOF,,OOOOO ENTERTAINMENT(OTC) COMMERCE,EQ,20210903,NaT
2364,OP,,OCEANPAL,EQ,20211130,NaT
2365,OPA,,MAGNUM OPUS ACQUISITION A,EQ,20210518,
2366,OPA.U,,MAGNUM OPUS ACQUISITION UNITS,EQ,20210323,
2367,OPAD,,OFFERPAD SOLUTIONS A,EQ,20201211,NaT
2368,OPAL,,OPAL FUELS A,EQ,20210524,NaT
2369,OPBK,,OP BANCORP,EQ,20120724,NaT
2370,OPBXF,,OPTIBIOTIX HEALTH (OTC),EQ,20151019,
2371,OPCGF,,ORGANIC POTASH (OTC),EQ,20190318,NaT
2372,OPCH,,OPTION CARE HEALTH,EQ,19960815,NaT
2373,OPEN,,OPENDOOR TECHNOLOGIES,EQ,20200622,NaT
2374,OPESF,,OTELLO CORPORATION (OTC),EQ,20140113,NaT
2375,OPFI,,OPPFI A,EQ,20201120,NaT
2376,OPGN,,OPGEN,EQ,20150505,NaT
2377,OPGX,,OPTIGENEX,EQ,20040930,NaT
2378,OPHC,,OPTIMUMBANK HOLDINGS,EQ,20030508,NaT
2379,OPHLF,,ONO PHARM. (OTC),EQ,20140113,NaT
2380,OPHLY,,ONO PHARM.UNSP.ADR 3:1,ADR,20121001,NaT
2381,OPHRF,,OPHIR METALS (OTC),EQ,20150303,NaT
2382,OPI,,OFFICE PROPERTIES INCOME,EQ,20160701,NaT
2383,OPK,,OPKO HEALTH,EQ,19951026,NaT
