,ts_code,name,fullname,enname,cn_spell,market,list_status,list_date,delist_date,trade_unit,isin,curr_type
367,00444.HK,SINCEREWATCH HK,Sincere Watch (Hong Kong) Ltd.,Sincere Watch (Hong Kong) Ltd.,SINCEREWATCHHK,主板,L,20051017,,10000.0,KYG814791268,HKD
368,00450.HK,鸿兴印刷集团,鸿兴印刷集团有限公司,Hung Hing Printing Group Ltd.,HXYSJT,主板,L,19920316,,2000.0,HK0450001869,HKD
369,00451.HK,协鑫新能源,协鑫新能源控股有限公司,GCL New Energy Holdings Limited,XXXNY,主板,L,19920325,,2000.0,BMG3775G1539,HKD
370,00455.HK,天大药业,天大药业有限公司,Tianda Pharmaceuticals Limited,TDYY,主板,L,19920330,,2000.0,KYG887471038,HKD
371,00456.HK,新城市建设发展,新城市建设发展集团有限公司,New City Development Group Limited,XCSJSFZ,主板,L,19930714,,2000.0,KYG648311119,HKD
372,00458.HK,联亚集团,联亚集团有限公司,Tristate Holdings Limited,LYJT,主板,L,19880106,,1000.0,BMG9074C1082,HKD
373,00459.HK,鋑联控股,鋑联控股有限公司,Legend Upstar Holdings Limited,JLKG,主板,L,20080818,,10000.0,KYG6103P1182,HKD
374,00460.HK,四环医药,四环医药控股集团有限公司,Sihuan Pharmaceutical Holdings Group Ltd.,SHYY,主板,L,20101028,,1000.0,BMG8162K1137,HKD
375,00464.HK,中国智能科技,中国智能科技有限公司,China In-Tech Limited,ZGZNKJ,主板,L,20050616,,4000.0,KYG2122E1017,HKD
376,00465.HK,富通科技,富通科技发展控股有限公司,Futong Technology Development Holdings Limited,FTKJ,主板,L,20091204,,2000.0,KYG369921088,HKD
377,00467.HK,联合能源集团,联合能源集团有限公司,United Energy Group Limited,LHNYJT,主板,L,19920408,,2000.0,BMG9231L1081,HKD
378,00468.HK,纷美包装,纷美包装有限公司,Greatview Aseptic Packaging Company Limited,FMBZ,主板,L,20101209,,1000.0,KYG407691040,HKD
379,00471.HK,中播数据,中播数据有限公司,Silkwave Inc,ZBSJ,主板,L,20051010,,4000.0,KYG2237A2003,HKD
380,00472.HK,新丝路文旅,新丝路文旅有限公司,New Silkroad Culturaltainment Limited,XSLWL,主板,L,19880129,,10000.0,BMG6479N1011,HKD
381,00474.HK,信铭生命科技,信铭生命科技集团有限公司,Aceso Life Science Group Limited,XMSMKJ,主板,L,20060606,,6000.0,KYG0070S1066,HKD
382,00475.HK,中发展控股,中发展控股有限公司,Central Development Holdings Limited,ZFZKG,主板,L,20070417,,2000.0,KYG207011019,HKD
383,00476.HK,科轩动力控股,科轩动力(控股)有限公司,Ev Dynamics (Holdings) Limited,KXDLKG,主板,L,19960524,,10000.0,BMG321571694,HKD
384,00480.HK,香港兴业国际,香港兴业国际集团有限公司,HKR International Ltd.,XGXYGJ,主板,L,19880311,,800.0,KYG4520J1040,HKD
385,00482.HK,圣马丁国际,圣马丁国际控股有限公司,Sandmartin International Holdings Limited,SMDGJ,主板,L,20050512,,10000.0,BMG780521263,HKD
386,00483.HK,包浩斯国际,包浩斯国际(控股)有限公司,Bauhaus International (Holdings) Limited,BHSGJ,主板,L,20050512,,2000.0,KYG1080K1094,HKD
387,00484.HK,云游控股,云游控股有限公司,Forgame Holdings Limited,YYKG,主板,L,20131003,,3000.0,KYG363361083,HKD
388,00485.HK,中国华星,中国华星集团有限公司,China Sinostar Group Company Limited,ZGHX,主板,L,19880411,,20000.0,BMG2161L1155,HKD
389,00486.HK,俄铝,俄罗斯铝业联合公司,"United Company RUSAL, international public joint-stock Co.",EL,主板,L,20100127,,1000.0,RU000A1025V3,HKD
390,00487.HK,实德环球,实德环球有限公司,Success Universe Group Ltd.,SDHQ,主板,L,19880502,,4000.0,BMG8550S1089,HKD
391,00488.HK,丽新发展,丽新发展有限公司,Lai Sun Development Company Limited,LXFZ,主板,L,19880311,,300.0,HK0000356821,HKD
392,00489.HK,东风集团股份,东风汽车集团股份有限公司,Dongfeng Motor Group Company Limited,DFJTGF,主板,L,20051207,,2000.0,CNE100000312,HKD
393,00491.HK,英皇文化产业,英皇文化产业集团有限公司,Emperor Culture Group Limited,YHWHCY,主板,L,19920610,,20000.0,BMG3036H1079,HKD
394,00493.HK,国美零售,国美零售控股有限公司,GOME Retail Holdings Limited,GMLS,主板,L,19920415,,1000.0,BMG3978C1249,HKD
395,00495.HK,PALADIN,百利大有限公司,Paladin Ltd.,PALADIN,主板,L,19880720,,5000.0,BMG687521317,HKD
396,00496.HK,卡森国际,卡森国际控股有限公司,Kasen International Holdings Ltd.,KSGJ,主板,L,20051020,,1000.0,KYG5216Q1047,HKD
397,00497.HK,资本策略地产-新,资本策略地产有限公司,CSI Properties Limited,ZBCLDCX,主板,L,19920415,,20000.0,BMG2581C2081,HKD
398,00498.HK,蓝河控股,蓝河控股有限公司,Blue River Holdings Limited,LHKG,主板,L,19930921,,10000.0,BMG126341046,HKD
399,00499.HK,青岛控股,青岛控股国际有限公司,Qingdao Holdings International Limited,QDKG,主板,L,19880721,,2000.0,BMG7305Q1024,HKD
400,00500.HK,先丰服务集团,先丰服务集团有限公司,Frontier Services Group Limited,XFFWJT,主板,L,19880728,,1000.0,BMG3729C1001,HKD
401,00505.HK,兴业合金,兴业合金材料集团有限公司,Xingye Alloy Materials Group Limited,XYHJ,主板,L,20071227,,1000.0,KYG9831C1024,HKD
402,00506.HK,中国食品,中国食品有限公司,China Foods Limited,ZGSP,主板,L,19881007,,2000.0,BMG2154F1095,HKD
403,00508.HK,鼎亿集团投资,鼎亿集团投资有限公司,Dingyi Group Investment Ltd.,DYJTTZ,主板,L,19881026,,5000.0,BMG2763D2064,HKD
404,00509.HK,世纪阳光,世纪阳光集团控股有限公司,Century Sunshine Group Holdings Limited,SJYG,主板,L,20080801,,10000.0,KYG2091K1388,HKD
405,00510.HK,时富金融服务集团,时富金融服务集团有限公司,CASH Financial Services Group Ltd.,SFJRFWJT,主板,L,20080303,,6000.0,BMG1932V2128,HKD
406,00511.HK,电视广播,电视广播有限公司,Television Broadcasts Limited,DSGB,主板,L,19881123,,100.0,HK0000139300,HKD
407,00512.HK,远大医药,远大医药集团有限公司,Grand Pharmaceutical Group Limited,YDYY,主板,L,19951219,,500.0,BMG210A71016,HKD
408,00513.HK,恒和集团,恒和珠宝集团有限公司,Continental Holdings Limited,HHJT,主板,L,19881108,,10000.0,HK0000739877,HKD
409,00515.HK,中华银科技,中华银科技控股有限公司,China Silver Technology Holdings Limited,ZHYKJ,主板,L,20060623,,10000.0,KYG2121X1346,HKD
410,00517.HK,中远海运国际,中远海运国际(香港)有限公司,"COSCO SHIPPING International (Hong Kong) Co., Ltd.",ZYHYGJ,主板,L,19920211,,2000.0,BMG8114Z1014,HKD
411,00518.HK,同得仕(集团),同得仕(集团)有限公司,Tungtex (Holdings) Co. Ltd.,TDSJT,主板,L,19881215,,2000.0,HK0518001976,HKD
412,00519.HK,诺科达科技,诺科达科技集团有限公司,Novautek Technologies Group Limited,NKDKJ,主板,L,19860324,,5000.0,BMG0428W1221,HKD
413,00520.HK,呷哺呷哺,呷哺呷哺餐饮管理(中国)控股有限公司,"Xiabuxiabu Catering Management (China) Holdings Co., Ltd.",XBXB,主板,L,20141217,,500.0,KYG982971072,HKD
414,00521.HK,CWT INT'L,CWT International Limited,CWT International Limited,CWTINTL,主板,L,19881223,,10000.0,HK0521001989,HKD
415,00522.HK,ASMPT,ASMPT Limited,ASMPT Limited,ASMPT,主板,L,19890103,,100.0,KYG0535Q1331,HKD
416,00524.HK,长城天下,长城天下控股有限公司,Great Wall Terroir Holdings Limited,CCTX,主板,L,19890420,,50000.0,BMG4080L2009,HKD
417,00525.HK,广深铁路股份,广深铁路股份有限公司,Guangshen Railway Company Limited,GSTLGF,主板,L,19960514,,2000.0,CNE100000379,HKD
418,00526.HK,利时集团控股,利时集团(控股)有限公司,Lisi Group (Holdings) Limited,LSJTKG,主板,L,19951011,,2000.0,BMG2121N1020,HKD
419,00527.HK,瑞风新能源,中国瑞风新能源控股有限公司,China Ruifeng Renewable Energy Holdings Limited,RFXNY,主板,L,20060609,,12000.0,KYG2118V1178,HKD
420,00528.HK,金达控股,金达控股有限公司,Kingdom Holdings Limited,JDKG,主板,L,20061212,,2000.0,KYG525741032,HKD
421,00529.HK,SIS INT'L,新龙国际集团有限公司,SiS International Holdings Ltd.,SISINTL,主板,L,19920818,,2000.0,BMG816841057,HKD
422,00532.HK,WKK INTL (HOLD),王氏港建国际(集团)有限公司,Wong's Kong King International (Holdings) Limited,WKKINTLHOLD,主板,L,19890709,,2000.0,BMG9737M1055,HKD
423,00533.HK,金利来集团,金利来集团有限公司,Goldlion Holdings Ltd.,JLLJT,主板,L,19920918,,1000.0,HK0533002009,HKD
424,00535.HK,金地商置,金地商置集团有限公司,Gemdale Properties and Investment Corporation Limited,JDSZ,主板,L,19891016,,2000.0,BMG3911S1035,HKD
425,00536.HK,贸易通,贸易通电子贸易有限公司,Tradelink Electronic Commerce Limited,MYT,主板,L,20051028,,2000.0,HK0536032532,HKD
426,00538.HK,味千(中国),味千(中国)控股有限公司,Ajisen (China) Holdings Limited,WQZG,主板,L,20070330,,1000.0,KYG0192S1093,HKD
427,00540.HK,迅捷环球控股,迅捷环球控股有限公司,Speedy Global Holdings Limited,XJHQKG,主板,L,20130115,,4000.0,KYG834551080,HKD
428,00542.HK,中国文旅农业,中国文旅农业集团有限公司,China Cultural Tourism and Agriculture Group Limited,ZGWLNY,主板,L,19891123,,8000.0,KYG2124R1002,HKD
429,00543.HK,太平洋网络,太平洋网络有限公司,Pacific Online Limited,TPYWL,主板,L,20071218,,1000.0,KYG9684P1019,HKD
430,00544.HK,大同集团,大同集团有限公司,Daido Group Ltd.,DTJT,主板,L,19891214,,20000.0,BMG2619Y1315,HKD
431,00546.HK,阜丰集团,阜丰集团有限公司,Fufeng Group Ltd.,FFJT,主板,L,20070208,,1000.0,KYG368441195,HKD
432,00547.HK,数字王国,数字王国集团有限公司,Digital Domain Holdings Limited,SZWG,主板,L,19920706,,5000.0,BMG2870G2095,HKD
433,00548.HK,深圳高速公路股份,深圳高速公路集团股份有限公司,Shenzhen Expressway Corporation Limited,SZGSGLGF,主板,L,19970312,,2000.0,CNE100000478,HKD
434,00550.HK,律齐文化,律齐文化有限公司,Allegro Culture Limited,LQWH,主板,L,20070723,,2000.0,BMG525961063,HKD
435,00551.HK,裕元集团,裕元工业(集团)有限公司,Yue Yuen Industrial (Holdings) Limited,YYJT,主板,L,19920702,,500.0,BMG988031446,HKD
436,00552.HK,中国通信服务,中国通信服务股份有限公司,China Communications Services Corporation Ltd.,ZGTXFW,主板,L,20061208,,2000.0,CNE1000002G3,HKD
437,00553.HK,南京熊猫电子股份,南京熊猫电子股份有限公司,Nanjing Panda Electronics Company Limited,NJXMDZGF,主板,L,19960502,,2000.0,CNE1000003T4,HKD
438,00554.HK,汉思集团控股,汉思集团控股有限公司,Hans Group Holdings Limited,HSJTKG,主板,L,19970528,,2000.0,KYG4382G1073,HKD
439,00556.HK,泛亚环保,泛亚环保集团有限公司,Pan Asia Environmental Protection Group Ltd.,FYHB,主板,L,20071221,,2000.0,KYG6883P1063,HKD
440,00557.HK,天元医疗,中国天元医疗集团有限公司,China Tian Yuan Healthcare Group Limited,TYYL,主板,L,19891229,,2000.0,KYG8442J1004,HKD
441,00558.HK,力劲科技,力劲科技集团有限公司,L.K. Technology Holdings Limited,LJKJ,主板,L,20061016,,2500.0,KYG5548P1054,HKD
442,00559.HK,德泰新能源集团,德泰新能源集团有限公司,DeTai New Energy Group Limited,DTXNYJT,主板,L,19970103,,10000.0,BMG2743V1101,HKD
443,00560.HK,珠江船务,珠江船务企业(股份)有限公司,Chu Kong Shipping Enterprises (Group) Company Limited,ZJCW,主板,L,19970523,,2000.0,HK0560006634,HKD
444,00563.HK,上实城市开发,上海实业城市开发集团有限公司,Shanghai Industrial Urban Development Group Limited,SSCSKF,主板,L,19930910,,2000.0,BMG8065B1037,HKD
445,00564.HK,郑煤机,郑州煤矿机械集团股份有限公司,Zhengzhou Coal Mining Machinery Group Company Limited,ZMJ,主板,L,20121205,,200.0,CNE100001LY0,HKD
446,00565.HK,锦艺集团控股,锦艺集团控股有限公司,Art Group Holdings Limited,JYJTKG,主板,L,20030910,,5000.0,KYG0583P1028,HKD
447,00567.HK,大昌微线集团,大昌微线集团有限公司,Daisho Microline Holdings Limited,DCWXJT,主板,L,19900131,,20000.0,BMG2624V1063,HKD
448,00568.HK,山东墨龙,山东墨龙石油机械股份有限公司,Shandong Molong Petroleum Machinery Company Limited,SDML,主板,L,20070207,,400.0,CNE1000001N1,HKD
449,00570.HK,中国中药,中国中药控股有限公司,"China Traditional Chinese Medicine Holdings Co., Ltd.",ZGZY,主板,L,19930407,,2000.0,HK0000056256,HKD
450,00571.HK,丰德丽控股,丰德丽控股有限公司,eSun Holdings Limited,FDLKG,主板,L,19800109,,2000.0,BMG3135M1148,HKD
451,00572.HK,未来世界控股,未来世界控股有限公司,Future World Holdings Limited,WLSJKG,主板,L,20030702,,4000.0,KYG3707A1343,HKD
452,00573.HK,稻香控股,稻香控股有限公司,Tao Heung Holdings Ltd.,DXKG,主板,L,20070629,,1000.0,KYG8672Y1089,HKD
453,00574.HK,百信国际,百信国际控股有限公司,Pa Shun International Holdings Limited,BXGJ,主板,L,20150619,,2000.0,KYG693781000,HKD
454,00575.HK,励晶太平洋,励晶太平洋集团有限公司,Regent Pacific Group Limited,LJTPY,主板,L,19970519,,10000.0,KYG3042R1314,HKD
455,00576.HK,浙江沪杭甬,浙江沪杭甬高速公路股份有限公司,"Zhejiang Expressway Co., Ltd.",ZJHHY,主板,L,19970515,,2000.0,CNE1000004S4,HKD
456,00579.HK,京能清洁能源,北京京能清洁能源电力股份有限公司,"Beijing Jingneng Clean Energy Co., Limited",JNQJNY,主板,L,20111222,,2000.0,CNE100001336,HKD
457,00580.HK,赛晶科技,赛晶科技集团有限公司,Sun.King Technology Group Limited,SJKJ,主板,L,20101013,,2000.0,KYG857AW1047,HKD
458,00581.HK,中国东方集团,中国东方集团控股有限公司,China Oriental Group Co. Ltd.,ZGDFJT,主板,L,20040302,,2000.0,BMG2108V1019,HKD
459,00582.HK,神话世界,神话世界有限公司,Shin Hwa World Limited,SHSJ,主板,L,20020430,,6000.0,BMG5369T2026,HKD
460,00583.HK,长城环亚控股,长城环亚控股有限公司,Great Wall Pan Asia Holdings Limited,CCHYKG,主板,L,19900628,,2000.0,BMG4079W1001,HKD
461,00585.HK,意力国际,意力国际控股有限公司,Imagi International Holdings Limited,YLGJ,主板,L,19970310,,8000.0,BMG476291940,HKD
462,00586.HK,海螺创业,中国海螺创业控股有限公司,China Conch Venture Holdings Limited,HLCY,主板,L,20131219,,500.0,KYG2116J1085,HKD
463,00587.HK,海螺环保,中国海螺环保控股有限公司,China Conch Environment Protection Holdings Limited,HLHB,主板,L,20220330,,500.0,KYG2124M1015,HKD
464,00588.HK,北京北辰实业股份,北京北辰实业股份有限公司,Beijing North Star Company Limited,BJBCSYGF,主板,L,19970514,,2000.0,CNE100000262,HKD
465,00589.HK,建中建设,建中建设发展有限公司,Jianzhong Construction Development Limited,JZJS,主板,L,20200318,,2000.0,KYG5139A1031,HKD
466,00590.HK,六福集团,六福集团(国际)有限公司,Luk Fook Holdings (International) Ltd.,LFJT,主板,L,19970506,,1000.0,BMG5695X1258,HKD
467,00591.HK,中国高精密,中国高精密自动化集团有限公司,China High Precision Automation Group Limited,ZGGJM,主板,L,20091113,,1000.0,KYG211221091,HKD
468,00593.HK,梦东方,梦东方集团有限公司,DreamEast Group Limited,MDF,主板,L,19930727,,500.0,BMG8201D1204,HKD
469,00595.HK,AV CONCEPT HOLD,先思行集团有限公司,AV Concept Holdings Limited,AVCONCEPTHOLD,主板,L,19960424,,2000.0,KYG0672U1114,HKD
470,00596.HK,浪潮数字企业,浪潮数字企业技术有限公司,Inspur Digital Enterprise Technology Limited,LCSZQY,主板,L,20080829,,2000.0,KYG4820C1309,HKD
471,00598.HK,中国外运,中国外运股份有限公司,Sinotrans Limited,ZGWY,主板,L,20030213,,1000.0,CNE1000004F1,HKD
472,00599.HK,怡邦行控股,怡邦行控股有限公司,E. Bon Holdings Ltd.,YBHKG,主板,L,20000412,,16000.0,KYG2917V1023,HKD
473,00601.HK,稀镁科技,稀镁科技集团控股有限公司,Rare Earth Magnesium Technology Group Holdings Limited,XMKJ,主板,L,19930128,,10000.0,BMG7386W2000,HKD
474,00602.HK,佳华百货控股,佳华百货控股有限公司,Jiahua Stores Holdings Ltd.,JHBHKG,主板,L,20070521,,2500.0,KYG7395Y1061,HKD
475,00603.HK,中油燃气,中油燃气集团有限公司,China Oil And Gas Group Limited,ZYRQ,主板,L,19930528,,20000.0,BMG2155W1010,HKD
476,00604.HK,深圳控股,深圳控股有限公司,Shenzhen Investment Limited,SZKG,主板,L,19970307,,2000.0,HK0604011236,HKD
477,00605.HK,中国金融投资管理,中国金融投资管理有限公司,China Financial Services Holdings Limited,ZGJRTZGL,主板,L,19930407,,2000.0,HK0000686565,HKD
478,00606.HK,中骏商管,中骏商管智慧服务控股有限公司,SCE Intelligent Commercial Management Holdings Limited,ZJSG,主板,L,20210702,,1000.0,KYG7849R1039,HKD
479,00607.HK,丰盛控股,丰盛控股有限公司,Fullshare Holdings Limited,FSKG,主板,L,20021218,,4000.0,KYG3690U1132,HKD
480,00608.HK,达利国际,达利国际集团有限公司,High Fashion International Limited,DLGJ,主板,L,19920804,,2000.0,BMG4453K1027,HKD
481,00609.HK,天德化工,天德化工控股有限公司,Tiande Chemical Holdings Ltd.,TDHG,主板,L,20061027,,4000.0,KYG887551060,HKD
482,00610.HK,WAI KEE HOLD,惠记集团有限公司,Wai Kee Holdings Ltd.,WAIKEEHOLD,主板,L,19920828,,2000.0,BMG942051043,HKD
483,00611.HK,中国核能科技,中国核能科技集团有限公司,China Nuclear Energy Technology Corporation Limited,ZGHNKJ,主板,L,19930212,,2000.0,BMG2115P1059,HKD
484,00612.HK,鼎益丰控股,鼎益丰控股集团国际有限公司,Ding Yi Feng Holdings Group International Limited,DYFKG,主板,L,20020102,,8000.0,KYG2120F1000,HKD
485,00613.HK,梧桐国际,梧桐国际发展有限公司,Planetree International Development Limited,WTGJ,主板,L,19931112,,2000.0,BMG713292081,HKD
486,00616.HK,高山企业,高山企业有限公司,Eminence Enterprise Limited,GSQY,主板,L,19910916,,5000.0,BMG0094B1476,HKD
487,00617.HK,百利保控股,百利保控股有限公司,Paliburg Holdings Limited,BLBKG,主板,L,19931217,,2000.0,BMG687662301,HKD
488,00618.HK,北大资源,北大资源(控股)有限公司,Peking University Resources (Holdings) Company Limited,BDZY,主板,L,19911007,,8000.0,BMG6982M2028,HKD
489,00619.HK,南华金融,南华金融控股有限公司,South China Financial Holdings Limited,NHJR,主板,L,19930716,,2000.0,HK0000460706,HKD
490,00620.HK,大唐西市,大唐西市丝路投资控股有限公司,DTXS Silk Road Investment Holdings Company Limited,DTXS,主板,L,19910930,,2000.0,BMG2R28T1049,HKD
491,00621.HK,坛金矿业,坛金矿业有限公司,Taung Gold International Limited,TJKY,主板,L,19951218,,10000.0,BMG8697W1038,HKD
492,00622.HK,威华达控股,威华达控股有限公司,Oshidori International Holdings Limited,WHDKG,主板,L,19910916,,3000.0,BMG6804L1019,HKD
493,00623.HK,中视金桥,中视金桥国际传媒控股有限公司,SinoMedia Holding Limited,ZSJQ,主板,L,20080708,,1000.0,HK0000046869,HKD
494,00626.HK,大众金融控股,大众金融控股有限公司,Public Financial Holdings Limited,DZJRKG,主板,L,19911003,,2000.0,BMG7297B1054,HKD
495,00627.HK,日本共生,日本共生集团有限公司,Japan Kyosei Group Company Limited,RBGS,主板,L,20001113,,20000.0,BMG9298R1960,HKD
496,00628.HK,通通AI社交,通通AI社交集团有限公司,Tong Tong AI Social Group Limited,TTAISJ,主板,L,20020724,,2000.0,BMG4053L2036,HKD
497,00629.HK,悦达国际控股,悦达国际控股有限公司,Yue Da International Holdings Limited,YDGJKG,主板,L,20011129,,1000.0,KYG9877S1021,HKD
498,00630.HK,隽泰控股,隽泰控股有限公司,AMCO United Holding Limited,JTKG,主板,L,19961128,,10000.0,BMG0259E1599,HKD
499,00631.HK,三一国际,三一重装国际控股有限公司,"Sany Heavy Equipment International Holdings Co., Ltd.",SYGJ,主板,L,20091125,,1000.0,KYG781631059,HKD
500,00632.HK,中港石油,中港石油有限公司,CHK Oil Limited,ZGSY,主板,L,19930430,,2000.0,BMG2123V1101,HKD
501,00635.HK,彩星集团,彩星集团有限公司,Playmates Holdings Limited,CXJT,主板,L,19940106,,2000.0,BMG7130P2206,HKD
502,00636.HK,嘉里物流,嘉里物流联网有限公司,Kerry Logistics Network Limited,JLWL,主板,L,20131219,,500.0,BMG524181036,HKD
503,00637.HK,利记,利记控股有限公司,Lee Kee Holdings Limited,LJ,主板,L,20061004,,2000.0,KYG542761039,HKD
504,00639.HK,首钢资源,首钢福山资源集团有限公司,Shougang Fushan Resources Group Limited,SGZY,主板,L,19901002,,2000.0,HK0639031506,HKD
505,00640.HK,星谦发展,星谦发展控股有限公司,Infinity Development Holdings Company Limited,XQFZ,主板,L,20100812,,4000.0,KYG4772A1085,HKD
506,00641.HK,中国恒天立信国际,中国恒天立信国际有限公司,CHTC Fong's International Company Limited,ZGHTLXGJ,主板,L,19901012,,2000.0,BMG2168E1140,HKD
507,00643.HK,恒富控股,恒富控股有限公司,Carry Wealth Holdings Limited,HFKG,主板,L,20000313,,10000.0,BMG1925S1017,HKD
508,00645.HK,安域亚洲,安域亚洲有限公司,Ares Asia Limited,AYYZ,主板,L,19931222,,2000.0,BMG329191057,HKD
509,00646.HK,中国环保科技,中国环保科技控股有限公司,China Environmental Technology Holdings Limited,ZGHBKJ,主板,L,20020328,,8000.0,KYG2159B1115,HKD
510,00648.HK,京玖康疗,京玖医疗健康有限公司,SoftMedX Healthcare Limited,JJKL,主板,L,19901029,,5000.0,HK0000375797,HKD
511,00650.HK,普达特科技,普达特科技有限公司,Productive Technologies Company Limited,PDTKJ,主板,L,19921007,,2000.0,KYG7255N1097,HKD
512,00653.HK,卓悦控股,卓悦控股有限公司,Bonjour Holdings Limited,ZYKG,主板,L,20030716,,12000.0,KYG123731419,HKD
513,00655.HK,香港华人有限公司,香港华人有限公司,Hongkong Chinese Limited,XGHRYXGS,主板,L,19921012,,2000.0,BMG4586T1036,HKD
514,00656.HK,复星国际,复星国际有限公司,Fosun International Limited,FXGJ,主板,L,20070716,,500.0,HK0656038673,HKD
515,00657.HK,环科国际,环科国际集团有限公司,G-Vision International (Holdings) Limited,HKGJ,主板,L,19921030,,2000.0,BMG4209T1009,HKD
516,00658.HK,中国高速传动,中国高速传动设备集团有限公司,"China High Speed Transmission Equipment Group Co., Ltd.",ZGGSCD,主板,L,20070704,,1000.0,KYG2112D1051,HKD
517,00659.HK,周大福创建,周大福创建有限公司,CTF Services Limited,ZDFCJ,主板,L,19970425,,1000.0,BMG668971101,HKD
518,00660.HK,玮俊生物科技,玮俊生物科技有限公司,Wai Chun Bio-Technology Limited,WJSWKJ,主板,L,19930205,,20000.0,KYG9450C1107,HKD
519,00661.HK,中国大冶有色金属,中国大冶有色金属矿业有限公司,China Daye Non-Ferrous Metals Mining Limited,ZGDYYSJS,主板,L,19901121,,2000.0,BMG2125C1029,HKD
520,00662.HK,亚洲金融,亚洲金融集团有限公司,Asia Financial Holdings Ltd.,YZJR,主板,L,19901218,,2000.0,BMG0532X1074,HKD
521,00663.HK,金山能源,金山能源集团有限公司,King Stone Energy Group Limited,JSNY,主板,L,19901130,,10000.0,HK0000812955,HKD
522,00666.HK,瑞浦兰钧,瑞浦兰钧能源股份有限公司,"Rept Battero Energy Co., Ltd.",RPLJ,主板,L,20231218,,200.0,CNE1000069Z2,HKD
523,00667.HK,中国东方教育,中国东方教育控股有限公司,China East Education Holdings Limited,ZGDFJY,主板,L,20190612,,500.0,KYG2120T1004,HKD
524,00669.HK,创科实业,创科实业有限公司,Techtronic Industries Co. Ltd.,CKSY,主板,L,19901217,,500.0,HK0669013440,HKD
525,00670.HK,中国东方航空股份,中国东方航空股份有限公司,China Eastern Airlines Corporation Limited,ZGDFHKGF,主板,L,19970205,,2000.0,CNE1000002K5,HKD
526,00672.HK,众安集团,众安集团有限公司,Zhong An Group Limited,ZAJT,主板,L,20071113,,1000.0,KYG9898N1161,HKD
527,00673.HK,中国卫生集团,中国卫生集团有限公司,China Health Group Limited,ZGWSJT,主板,L,19961014,,6000.0,BMG2107P2040,HKD
528,00674.HK,中国唐商,中国唐商控股有限公司,China Tangshang Holdings Limited,ZGTS,主板,L,19910125,,4000.0,BMG2197S1008,HKD
529,00675.HK,坚宝国际,坚宝国际控股有限公司,K & P International Holdings Ltd.,JBGJ,主板,L,19970102,,2000.0,BMG5313X1011,HKD
530,00676.HK,创信国际,创信国际控股有限公司,Pegasus International Holdings Ltd.,CXGJ,主板,L,19961011,,2000.0,BMG6977B1046,HKD
531,00677.HK,金源发展国际实业,金源发展国际实业有限公司,Golden Resources Development International Limited,JYFZGJSY,主板,L,19910128,,2000.0,BMG3958B1046,HKD
532,00679.HK,亚洲联网科技,亚洲联网科技有限公司,Asia Tele-Net and Technology Corporation Limited,YZLWKJ,主板,L,19910131,,10000.0,BMG0534V1256,HKD
533,00681.HK,中民控股,中民控股有限公司,Chinese People Holdings Company Limited,ZMKG,主板,L,19970424,,2000.0,BMG2112G1087,HKD
534,00682.HK,超大现代,超大现代农业(控股)有限公司,Chaoda Modern Agriculture (Holdings) Ltd.,CDXD,主板,L,20001215,,10000.0,KYG2046Q1156,HKD
535,00683.HK,嘉里建设,嘉里建设有限公司,Kerry Properties Limited,JLJS,主板,L,19960805,,500.0,BMG524401079,HKD
536,00684.HK,亚伦国际,亚伦国际集团有限公司,Allan International Holdings Ltd.,YLGJ,主板,L,19921110,,2000.0,BMG017541035,HKD
537,00685.HK,世界华文媒体,世界华文媒体有限公司,Media Chinese International Limited,SJHWMT,主板,L,19910322,,1000.0,BMG5959D1048,HKD
538,00686.HK,北京能源国际,北京能源国际控股有限公司,"Beijing Energy International Holding Co., Ltd.",BJNYGJ,主板,L,20000413,,2000.0,BMG1146K2008,HKD
539,00687.HK,泰升集团,泰升集团控股有限公司,Tysan Holdings Limited,TSJT,主板,L,19910326,,2000.0,BMG4643K1036,HKD
540,00688.HK,中国海外发展,中国海外发展有限公司,China Overseas Land & Investment Ltd.,ZGHWFZ,主板,L,19920820,,500.0,HK0688002218,HKD
541,00689.HK,长盈集团(控股),长盈集团(控股)有限公司,EPI (Holdings) Limited,CYJTKG,主板,L,19910414,,15000.0,BMG3155U1374,HKD
542,00690.HK,联康生物科技集团,联康生物科技集团有限公司,Uni-Bio Science Group Limited,LKSWKJJT,主板,L,20011112,,20000.0,KYG9198H1406,HKD
543,00691.HK,山水水泥,中国山水水泥集团有限公司,China Shanshui Cement Group Limited,SSSN,主板,L,20080704,,1000.0,KYG2116M1015,HKD
544,00693.HK,陈唱国际,陈唱国际有限公司,Tan Chong International Limited,CCGJ,主板,L,19980707,,3000.0,BMG8667Z1023,HKD
545,00694.HK,北京首都机场股份,北京首都国际机场股份有限公司,Beijing Capital International Airport Company Limited,BJSDJCGF,主板,L,20000201,,2000.0,CNE100000221,HKD
546,00695.HK,东吴水泥,东吴水泥国际有限公司,Dongwu Cement International Limited,DWSN,主板,L,20120613,,2000.0,KYG281601024,HKD
547,00696.HK,中国民航信息网络,中国民航信息网络股份有限公司,Travelsky Technology Limited,ZGMHXXWL,主板,L,20010207,,1000.0,CNE1000004J3,HKD
548,00697.HK,首程控股,首程控股有限公司,Shoucheng Holdings Limited,SCKG,主板,L,19910429,,2000.0,HK0000592854,HKD
