index,0,1,2,benchmark,long_short
2018-05-21,1.0123389086920755,1.0123389086920755,1.0123389086920755,1.0,0.9973824476900811
2018-05-22,1.0123389086920755,1.0123389086920755,1.0123389086920755,1.0,0.9973824476900811
2018-05-23,1.0123389086920755,1.0123389086920755,1.0123389086920755,1.0,0.9973824476900811
2018-05-24,1.0123389086920755,1.0123389086920755,1.0123389086920755,1.0,0.9973824476900811
2018-05-25,1.0123389086920755,1.0123389086920755,1.0123389086920755,1.0,0.9973824476900811
2018-05-28,1.0123389086920755,1.0123389086920755,1.0123389086920755,1.0,0.9973824476900811
2018-05-29,1.0123389086920755,1.0123389086920755,1.0123389086920755,1.0,0.9973824476900811
2018-05-30,1.0123389086920755,1.0123389086920755,1.0123389086920755,1.0,0.9973824476900811
2018-05-31,1.034802448122261,1.0123389086920755,1.0572659875524466,1.0,0.9531191288582332
2018-06-01,1.0408554976693172,1.0217547635430517,1.0599562317955826,1.0,0.959558935719842
2018-06-04,1.0372236679410833,1.0212167146944247,1.0532306211877427,1.0,0.9651422106824277
2018-06-05,1.0417970831544148,1.022292812391679,1.0613013539171507,1.0,0.9587634946357435
2018-06-06,1.049464279247352,1.034398911485791,1.0645296470089138,1.0,0.9672008820034855
2018-06-07,1.0575350119767601,1.0443528151853942,1.0707172087681267,1.0,0.9708863068178518
2018-06-08,1.0572659875524464,1.0424696442151988,1.0720623308896946,1.0,0.9679159038160265
2018-06-11,1.0553828165822512,1.0405864732450036,1.0701791599194994,1.0,0.9678676392596862
2018-06-12,1.0674889156763634,1.055113792157938,1.079864039194789,1.0,0.9726207689531593
2018-06-13,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-06-14,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-06-15,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-06-19,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-06-20,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-06-21,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-06-22,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-06-25,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-06-26,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-06-27,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-06-28,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-06-29,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-02,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-03,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-04,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-05,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-06,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-09,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-10,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-11,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-12,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-13,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-16,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-17,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-18,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-19,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-20,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-23,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-24,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-25,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-26,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-27,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-30,1.0572659875524464,1.0572659875524466,1.0572659875524466,1.0,0.9949584949452505
2018-07-31,1.0583878213048599,1.0595096550572738,1.0572659875524466,1.0,0.9970699371651295
2018-08-01,1.0521554115692289,1.0535265417110682,1.0507842814273904,1.0,0.9975520910174303
2018-08-02,1.0537758381004927,1.052529356153367,1.0550223200476194,1.0,0.9925845447157736
2018-08-03,1.0644955828457783,1.0612547297832504,1.0677364359083068,1.0,0.9888513055026193
2018-08-06,1.0679857322977313,1.064246286456353,1.0717251781391106,1.0,0.987944714031337
2018-08-07,1.0693568624395702,1.064246286456353,1.0744674384227881,1.0,0.9854168257190913
2018-08-08,1.066240657571755,1.0550223200476192,1.0774589950958913,1.0,0.9741324649687966
2018-08-09,1.0663653057664675,1.0582631731101473,1.0744674384227884,1.0,0.9798295092038197
2018-08-10,1.062251915340951,1.0525293561533668,1.071974474528536,1.0,0.9767940430716061
2018-08-13,1.0836914048315218,1.0717251781391106,1.0956576315239337,1.0,0.9730282859040246
2018-08-14,1.0794533662112926,1.0620026189515261,1.0969041134710598,1.0,0.9630941209170676
2018-08-15,1.0819463301055452,1.0637476936775028,1.1001449665335878,1.0,0.9618311645847938
2018-08-16,1.0749660312016385,1.05552091282647,1.0944111495768074,1.0,0.9594055256577809
2018-08-17,1.0967794652763472,1.0642462864563533,1.129312644096341,1.0,0.9367402936455537
2018-08-20,1.1165985282356539,1.0959069279133589,1.1372901285579489,1.0,0.9579905639759291
2018-08-21,1.1053801907115182,1.0901731109565784,1.1205872704664577,1.0,0.9670478971376583
2018-08-22,1.1137741825554581,1.113442800769515,1.1141055643414013,1.0,0.9932830884650719
2018-08-23,1.1139443841909826,1.1137832040405633,1.1141055643414013,1.0,0.9935867563428981
2018-08-24,1.1139508701718857,1.113796176002369,1.1141055643414013,1.0,0.9935983284059414
2018-08-27,1.11395090678238,1.1137962492233573,1.1141055643414013,1.0,0.9935983937251204
2018-08-28,1.1139509079547285,1.113796251568054,1.1141055643414013,1.0,0.9935983958167838
2018-08-29,1.1139509072817138,1.1137962502220244,1.1141055643414013,1.0,0.9935983946160142
2018-08-30,1.113950906456728,1.113796248572053,1.1141055643414013,1.0,0.993598393144103
2018-08-31,1.1139509053929302,1.113796246444458,1.1141055643414013,1.0,0.9935983912461123
